"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL4231309";"F";"Induction of lipid body storage in promastigote forms of Leishmania amazonensis at IC90 after 24 hrs by nile red staining based fluorescence assay relative to control";"Leishmania amazonensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4229352";"29549842";"10.1016/j.ejmech.2018.03.014";"2018";"Eur J Med Chem";"150";"579";"590";"";"";"";"";"";""
"CHEMBL4310806";"F";"Anti-parasitic activity against amastigote stage of EGFP-fused Leishmania panamensis MHOM/CO/87/UA140 infected in human U-937 cells after 72 hrs by flow cytometric analysis";"Leishmania panamensis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/CO/87/UA140";"Scientific Literature";"5679";"";"";"";"";"CHEMBL4308877";"30453246";"10.1016/j.ejmech.2018.11.013";"2019";"Eur J Med Chem";"162";"378";"395";"";"";"";"";"";""
"CHEMBL4018344";"F";"Anti-leishmanial activity against Leishmania infantum MHOM/BR/1972/BH046 amastigotes infected in cells measured after 3 days by Draq5 staining based assay";"Leishmania infantum";"33";"33";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/1972/BH046";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4017481";"28434763";"10.1016/j.bmcl.2017.04.010";"2017";"Bioorg Med Chem Lett";"27";"2459";"2464";"";"";"";"";"";""
"CHEMBL3993459";"F";"Decrease in IL-10 level in Balb/c mouse splenocytes infected with Leishmania donovani amastigote forms at 25 mg/kg, po administered for 5 consecutive days measured on day 4 post last treatment by sandwich ELISA relative to control";"Mus musculus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Balb/c";"Scientific Literature";"10090";"";"";"";"";"CHEMBL3992522";"28059524";"10.1021/acs.jmedchem.6b01447";"2017";"J Med Chem";"60";"1041";"1059";"";"";"";"";"";""
"CHEMBL4428382";"F";"Leishmanicidal activity against Leishmania major promastigotes at 100 ug/ml after 48 hrs by MTT assay";"Leishmania major";"13";"13";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4428032";"27110635";"10.1021/acs.jnatprod.5b01042";"2016";"J Nat Prod";"79";"1298";"1307";"";"";"";"";"";""
"CHEMBL4369851";"F";"Antileishmanial activity against Leishmania donovani axenic amastigote";"Leishmania donovani";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4368903";"30570265";"10.1021/acs.jmedchem.8b01218";"2019";"J Med Chem";"62";"1180";"1202";"";"";"";"";"";""
"CHEMBL4321089";"F";"Potency index, ratio of miltefosine IC50 to compound IC50 for Leishmania guyanensis 141/93 promastigotes after 48 hrs by resazurin dye-based fluorometric analysis";"Leishmania guyanensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"141/93";"Scientific Literature";"5670";"";"";"";"";"CHEMBL4316610";"30840453";"10.1021/acs.jnatprod.8b00884";"2019";"J Nat Prod";"82";"823";"831";"";"";"";"";"";""
"CHEMBL4306898";"F";"Antileishmanial activity against Leishmania major promastigote form assessed as parasite survival at 4.5 uM measured after 48 hrs in presence of 20 uM of folinic acid relative to control";"Leishmania major";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4304772";"31260888";"10.1016/j.ejmech.2019.06.051";"2019";"Eur J Med Chem";"179";"335";"346";"";"";"";"";"";""
"CHEMBL4306899";"F";"Antileishmanial activity against Leishmania major promastigote form assessed as parasite survival at 4.5 uM measured after 48 hrs in presence of 100 uM of folinic acid relative to control";"Leishmania major";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4304772";"31260888";"10.1016/j.ejmech.2019.06.051";"2019";"Eur J Med Chem";"179";"335";"346";"";"";"";"";"";""
"CHEMBL5245901";"F";"Antileishmanial activity against amastigote form of Leishmania amazonensis assessed as parasite growth inhibition incubated for 72 hrs by regression analysis";"Leishmania amazonensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5659";"";"";"";"";"CHEMBL5244247";"32668302";"10.1016/j.ejmech.2020.112514";"2020";"Eur J Med Chem";"203";"112514";"112514";"";"";"";"";"";""
"CHEMBL4310410";"F";"Antileishmanial activity against Leishmania infantum MCAN/BR/97/P142 promastigotes after 24 hrs";"Leishmania infantum";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MCAN/BR/97/P142";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4308857";"30342363";"10.1016/j.ejmech.2018.10.022";"2018";"Eur J Med Chem";"160";"229";"244";"";"";"";"";"";""
"CHEMBL4034927";"F";"Induction of plasma membrane permeability in Leishmania amazonensis IFLA/BR/1967/PH8 promastigotes form assessed as increase in fluorescence intensity at 2.5 to 10 uM after 24 hrs by PI staining-based spectrofluorometric analysis";"Leishmania amazonensis";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"IFLA/BR/1967/PH8";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4033653";"28433512";"10.1016/j.bmc.2017.03.051";"2017";"Bioorg Med Chem";"25";"3034";"3045";"";"";"";"";"";""
"CHEMBL4133578";"F";"Antileishmanial activity against Leishmania infantum MHOM/BR/1972/LD promastigotes assessed as parasite viability up to 200 uM after 48 hrs by MTT assay";"Leishmania infantum";"25";"25";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/1972/LD";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4130430";"28881289";"10.1016/j.ejmech.2017.08.055";"2017";"Eur J Med Chem";"139";"947";"960";"";"";"";"";"";""
"CHEMBL4668892";"F";"Antiparasitic activity against Leishmania donovani MHOM/ET/67/HU3 (ATCC) infected in BALB/c mouse model of visceral leishmaniasis assessed as parasite burden in liver at 1 mg/kg, po BID for 8 days by qPCR analysis (Rvb = 100%)";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/ET/67/HU3 (ATCC)";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4665701";"32667203";"10.1021/acs.jmedchem.0c00499";"2020";"J Med Chem";"63";"10773";"10781";"";"";"";"";"";""
"CHEMBL5258077";"F";"Antileishmanial activity against amastigote form of Leishmania donovani HU3 infected in Balb/c mouse assessed as parasite growth inhibition at 30 mg/kg, ip for 5 days relative to control";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"HU3";"Scientific Literature";"5661";"";"";"";"";"CHEMBL5257038";"30234295";"10.1021/acs.jnatprod.8b00159";"2018";"J Nat Prod";"81";"2138";"2154";"";"";"";"";"";""
"CHEMBL3993448";"F";"Decrease in IL-10 level in Balb/c mouse splenocytes infected with Leishmania donovani amastigote forms at 25 mg/kg, ip co-treated with 5 mg/kg, po miltefosine administered for 5 consecutive days measured on day 4 post last treatment by sandwich ELISA relative to control";"Mus musculus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Balb/c";"Scientific Literature";"10090";"";"";"";"";"CHEMBL3992522";"28059524";"10.1021/acs.jmedchem.6b01447";"2017";"J Med Chem";"60";"1041";"1059";"";"";"";"";"";""
"CHEMBL1283244";"F";"Antileishmanial activity against Leishmania donovani WR378 infected in golden Syrian hamster assessed as reduction in bone marrow parasitemia at 10 mg/kg/day, po administered for five days";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"WR378";"Scientific Literature";"5661";"CHEMBL3638253";"Bone marrow";"";"";"CHEMBL1275590";"20368397";"10.1128/aac.00250-10";"2010";"Antimicrob Agents Chemother";"54";"2507";"2516";"standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL4367830";"F";"Potentiation of paromomycin induced antileishmanial activity against promastigote stage of Leishmania infantum MHOM/TN/80/IPT1 at 0.25 uM measured after 72 hrs by MTT assay (Rvb = 427.26 +/- 39.87 microM)";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/TN/80/IPT1";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4364302";"31299585";"10.1016/j.ejmech.2019.07.010";"2019";"Eur J Med Chem";"180";"28";"40";"";"";"";"";"";""
"CHEMBL4052287";"F";"Antileishmanial activity against Leishmania donovani amastigotes infected in golden hamster assessed as reduction of parasite burden in bone marrow at 40 mg/kg, po once daily for 5 consecutive days";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4049454";"28459575";"10.1021/acs.jmedchem.7b00034";"2017";"J Med Chem";"60";"4212";"4233";"";"";"";"";"";""
"CHEMBL4727506";"F";"Antileishmanial activity against axenic amastigote state of Leishmania infantum infected in human THP-1 cells at 3 uM incubated for 48 hrs";"Leishmania infantum";"7";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"THP-1";"";"CHEMBL4725312";"32738977";"10.1016/j.bmcl.2020.127371";"2020";"Bioorg Med Chem Lett";"30";"127371";"127371";"";"";"";"";"";""
"CHEMBL4718644";"F";"Antileishmanial activity against Leishmania infantum BCN150 amastigotes expressing IFP1.4 infected in BALB/c mouse splenocytes incubated for 72 hrs by infrared fluorescence imaging analysis";"Leishmania infantum";"17";"17";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"BCN150";"Scientific Literature";"5671";"";"";"Splenocyte";"";"CHEMBL4715752";"27541264";"10.1016/j.ejmech.2016.08.014";"2016";"Eur J Med Chem";"123";"814";"821";"";"";"";"";"";""
"CHEMBL5223397";"F";"Antileishmanial activity against Leishmania donovani assessed as parasite growth inhibition";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL5223072";"33038665";"10.1016/j.bmc.2020.115792";"2020";"Bioorg Med Chem";"28";"115792";"115792";"";"";"";"";"";""
"CHEMBL4132827";"F";"Induction of innate immune response in splenocytes derived from compound treated BALB/c mouse infected with Leishmania donovani MHOM/IN/AG/83 assessed as upregulation of IFNgamma protein expression levels by sandwich ELISA";"Mus musculus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"BALB/c";"Scientific Literature";"10090";"";"";"";"";"CHEMBL4130392";"28826085";"10.1016/j.ejmech.2017.08.030";"2017";"Eur J Med Chem";"139";"503";"518";"";"";"";"";"";""
"CHEMBL4034939";"F";"Induction of apoptosis in Leishmania amazonensis IFLA/BR/1967/PH8 promastigotes assessed as necrotic population at 2.5 uM after 24 hrs by Annexin V-FITC/PI staining based flow cytometric analysis (Rvb = 0.03%)";"Leishmania amazonensis";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"IFLA/BR/1967/PH8";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4033653";"28433512";"10.1016/j.bmc.2017.03.051";"2017";"Bioorg Med Chem";"25";"3034";"3045";"";"";"";"";"";""
"CHEMBL4415778";"F";"Antileishmanial activity against stationary phase of Leishmania infantum MHOM/MA/67/ITMAP263 infected in BALB/c mouse assessed as decrease in parasitic load in liver at 25 mg/kg/day administered orally via gavage as bid for 5 days on 7th day post infection and measured on day 30 by limiting dilution assay relative to control";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/MA/67/ITMAP263";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4414580";"31503486";"10.1021/acs.jnatprod.9b00632";"2019";"J Nat Prod";"82";"2664";"2667";"";"";"";"";"";""
"CHEMBL4348173";"F";"Antileishmanial activity against promastigote stage of Leishmania amazonensis MPRO/BR/1972/M1841-LV-79 infected in Balb/c mouse assessed as reduction in parasitic load at 2 mg/kg, ip administered once daily for 15 days by limiting dilution method relative to control";"Leishmania amazonensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MPRO/BR/1972/M1841-LV-79";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4346679";"30913526";"10.1016/j.ejmech.2019.03.032";"2019";"Eur J Med Chem";"171";"116";"128";"";"";"";"";"";""
"CHEMBL5258295";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/83/AG83 promastigotes infected in BALB/c mouse assessed as reduction of parasite burden in spleen at 5 to 10 mg/kg per day";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/83/AG83";"Scientific Literature";"5661";"";"";"";"";"CHEMBL5257045";"36857574";"10.1021/acs.jnatprod.2c00976";"2023";"J Nat Prod";"86";"797";"803";"";"";"";"";"";""
"CHEMBL4267250";"F";"Leishmanicidal activity against Leishmania amazonensis MHOM/BR/77/LTB0016 amastigotes infected in human THP1 cells assessed as growth inhibition at 2 uM after 48 hrs by chlorophenolred-beta-d-galactopyranoside/Nonidet P-40 reagent-based assay";"Leishmania amazonensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/77/LTB0016";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4265906";"30194008";"10.1016/j.bmcl.2018.08.040";"2018";"Bioorg Med Chem Lett";"28";"3381";"3384";"";"";"";"";"";""
"CHEMBL4231806";"F";"Antileishmanial activity against Leishmania amazonensis MHOM/BR/75/M-2904 strain Lb2904 amastigotes infected in mouse J774A1 cells after 48 hrs by Giemsa staining based microscopic method";"Leishmania amazonensis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/75/M-2904 Lb290";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4229373";"29602038";"10.1016/j.ejmech.2018.03.047";"2018";"Eur J Med Chem";"150";"920";"929";"";"";"";"";"";""
"CHEMBL2344080";"F";"Antileishmanial activity against promastigote form of Leishmania infantum MCAN/ES/2001/UCM-10 assessed as corrugated cytoplasmic membrane at IC25 concentration after 96 hrs by transition electron microscopic analysis";"Leishmania infantum";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MCAN/ES/2001/UCM-10";"Scientific Literature";"5671";"";"";"";"";"CHEMBL2331406";"23395967";"10.1016/j.ejmech.2013.01.001";"2013";"Eur J Med Chem";"62";"466";"477";"";"";"";"";"";""
"CHEMBL4700222";"F";"Antileishmanial activity against promastigote form of Leishmania amazonensis";"Leishmania amazonensis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4699419";"33479698";"10.1039/d0md00083c";"2020";"RSC Med Chem";"11";"1053";"1062";"";"";"";"";"";""
"CHEMBL5258115";"F";"Antileishmanial activity against Leishmania braziliensis promastigotes";"Leishmania braziliensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5660";"";"";"";"";"CHEMBL5257038";"30234295";"10.1021/acs.jnatprod.8b00159";"2018";"J Nat Prod";"81";"2138";"2154";"";"";"";"";"";""
"CHEMBL4606386";"F";"Antileishmanial activity against Leishmania infantum MON-1 promastigotes infected in BALB/c mouse assessed as reduction in liver parasite load at 25 mg/kg, ip administered daily for 14 days starting from 28 days post infection using gold nanoparticle incorporated compound measured post last dose by Taqman qRT-PCR analysis relative to control";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MON-1";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4602729";"32392053";"10.1021/acs.jmedchem.9b02016";"2020";"J Med Chem";"63";"5734";"5751";"";"";"";"";"";""
"CHEMBL4134880";"F";"Leishmanicidal activity against Leishmania infantum amastigotes after 24 hrs by propidium iodide staining based flow cytometry";"Leishmania infantum";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4130478";"29017116";"10.1016/j.ejmech.2017.09.032";"2017";"Eur J Med Chem";"140";"615";"623";"";"";"";"";"";""
"CHEMBL4134948";"F";"Antileishmanial activity against amastigote form of Leishmania donovani infected in human THP1 cells after 72 hrs by Alamar blue assay";"Leishmania donovani";"5";"10";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4130482";"29023124";"10.1021/acs.jnatprod.7b00625";"2017";"J Nat Prod";"80";"2795";"2798";"";"";"";"";"";""
"CHEMBL3583593";"F";"Leishmanicidal activity against promastigote stage of Leishmania infantum MHOM/BR/1972/LD assessed as increase in reactive oxygen species production at 2 uM measured after 60 mins by H2DCf-DA probe-based fluorimetric microplate reader analysis relative to oligomycin";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/1972/LD";"Scientific Literature";"5671";"";"";"";"";"CHEMBL3580607";"25924111";"10.1021/acs.jnatprod.5b00070";"2015";"J Nat Prod";"78";"1101";"1112";"";"";"";"";"";""
"CHEMBL4305602";"F";"Antileishmanial activity against amastigotes stage of Leishmania chagasi MHOM/BR/1972/LD infected in BALB/c mouse bone-marrow derived macrophages incubated for 3 days by hematoxylin-eosin staining based cell counting method";"Leishmania chagasi";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/1972/LD";"Scientific Literature";"44271";"";"";"";"";"CHEMBL4304755";"31098003";"10.1021/acsmedchemlett.9b00060";"2019";"ACS Med Chem Lett";"10";"806";"810";"";"";"";"";"";""
"CHEMBL4825050";"F";"Antileishmanial activity against promastigote form of Leishmania infantum assessed as inhibition of parasite growth";"Leishmania infantum";"10";"10";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4823298";"34311084";"10.1016/j.bmcl.2021.128289";"2021";"Bioorg Med Chem Lett";"49";"128289";"128289";"";"";"";"";"";""
"CHEMBL1070298";"F";"Antileishmanial activity against digitonized Leishmania donovani MHOM/SC/00/1S-2D promastigotes assessed as inhibition of oxygen consumption at 16 uM in presence of FCCP mitochondrial uncoupler";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/SC/00/1S-2D";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1157544";"20128602";"10.1021/jm901677h";"2010";"J Med Chem";"53";"1788";"1798";"";"";"";"";"";""
"CHEMBL712523";"F";"In vitro inhibition of Leishmania donovani parasite";"Leishmania donovani";"17";"17";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1131410";"9822557";"10.1021/jm9804073";"1998";"J Med Chem";"41";"4885";"4889";"";"";"";"";"";""
"CHEMBL711872";"F";"Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay";"Leishmania donovani";"67";"67";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1145996";"13678403";"10.1021/jm030181q";"2003";"J Med Chem";"46";"4244";"4258";"";"";"";"";"";""
"CHEMBL4362815";"F";"Antileishmanial activity against Leishmania donovani promastigotes incubated for 4 hrs by MTT assay";"Leishmania donovani";"7";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4359886";"31419778";"10.1016/j.ejmech.2019.111568";"2019";"Eur J Med Chem";"182";"111568";"111568";"";"";"";"";"";""
"CHEMBL4330600";"F";"Leishmaniacidal activity against Leishmania major MHOM/IL/80/Friedlin promastigotes after 72 hrs by MTT assay";"Leishmania major";"28";"28";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IL/80/Friedlin";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4330066";"30503943";"10.1016/j.ejmech.2018.11.043";"2019";"Eur J Med Chem";"163";"54";"66";"";"";"";"";"";""
"CHEMBL4231810";"F";"Antileishmanial activity against Leishmania donovani amastigotes";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4229373";"29602038";"10.1016/j.ejmech.2018.03.047";"2018";"Eur J Med Chem";"150";"920";"929";"";"";"";"";"";""
"CHEMBL4336164";"F";"Induction of apoptosis in Leishmania major MRHO/IR/75/ER promastigotes assessed as viable cells at IC50 after 12 hrs by Annexin V-FITC/propidium iodide staining based flow cytometric analysis (Rvb = 92.7%)";"Leishmania major";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MRHO/IR/75/ER";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4334457";"31300318";"10.1016/j.bmc.2019.07.009";"2019";"Bioorg Med Chem";"27";"3682";"3691";"";"";"";"";"";""
"CHEMBL1811116";"F";"Antileishmanial activity against Leishmania infantum MCAN/ES/89/IPZ229/1/89 amastigotes expressing GFP infected in human THP1 cells assessed as reduction in parasite infection rate at 3 uM after 48 hrs by flow cytometry";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MCAN/ES/89/IPZ229/1/89";"Scientific Literature";"5671";"";"";"THP-1";"";"CHEMBL1806371";"21571403";"10.1016/j.ejmech.2011.04.054";"2011";"Eur J Med Chem";"46";"3315";"3323";"";"";"";"";"";""
"CHEMBL3615213";"F";"Antiamastigote activity against Leishmania amazonensis MHOM/BR/87/BA125 infected in BALB/c mouse peritoneal macrophages assessed as decrease of percentage of infected macrophages at 100 uM after 48 hrs by Giemsa staining";"Leishmania amazonensis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/87/BA125";"Scientific Literature";"5659";"";"";"";"";"CHEMBL3612006";"26107111";"10.1016/j.ejmech.2015.06.014";"2015";"Eur J Med Chem";"101";"1";"12";"";"";"";"";"";""
"CHEMBL4313808";"F";"Antileishmanial activity against Leishmania infantum amastigotes infected in Syrian hamster assessed as parasite load within spleen at 20 mg/kg/day, po for 10 days (Rvb = 9151063.431 +/- 2606154.975/g)";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4311972";"31542713";"10.1016/j.ejmech.2019.111676";"2019";"Eur J Med Chem";"183";"111676";"111676";"";"";"";"";"";""
"CHEMBL4132812";"F";"Induction of innate immune response in splenocytes derived from compound treated BALB/c mouse infected with Leishmania donovani MHOM/IN/AG/83 by Griess assay";"Mus musculus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"BALB/c";"Scientific Literature";"10090";"";"";"";"";"CHEMBL4130392";"28826085";"10.1016/j.ejmech.2017.08.030";"2017";"Eur J Med Chem";"139";"503";"518";"";"";"";"";"";""
"CHEMBL953593";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/1983/AG83 promastigotes infected BALB/c mouse assessed as reduction in liver parasite burden at 12.5 mg/kg, ip administered two times per week for 4 weeks relative to control";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/1983/AG83";"Scientific Literature";"5661";"CHEMBL3559723";"Liver";"";"";"CHEMBL1153864";"18538452";"10.1016/j.ejmech.2008.04.014";"2009";"Eur J Med Chem";"44";"845";"853";"standard_type:DOSE standard_relation:= standard_value:12.5 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL4034932";"F";"Induction of apoptosis in Leishmania amazonensis IFLA/BR/1967/PH8 promastigotes assessed as late apoptotic population at 10 uM after 24 hrs by Annexin V-FITC/PI staining based flow cytometric analysis (Rvb = 2.62%)";"Leishmania amazonensis";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"IFLA/BR/1967/PH8";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4033653";"28433512";"10.1016/j.bmc.2017.03.051";"2017";"Bioorg Med Chem";"25";"3034";"3045";"";"";"";"";"";""
"CHEMBL4034936";"F";"Induction of apoptosis in Leishmania amazonensis IFLA/BR/1967/PH8 promastigotes assessed as necrotic population at 5 uM after 24 hrs by Annexin V-FITC/PI staining based flow cytometric analysis (Rvb = 0.03%)";"Leishmania amazonensis";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"IFLA/BR/1967/PH8";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4033653";"28433512";"10.1016/j.bmc.2017.03.051";"2017";"Bioorg Med Chem";"25";"3034";"3045";"";"";"";"";"";""
"CHEMBL4649962";"F";"Leishmania infantum Histidine tRNA synthetase (LdHisRS)";"Leishmania infantum";"68613";"69951";"BAO_0000019";"assay format";"9";"9 - Direct single protein target assigned";"";"Gates Library compound collection";"5671";"";"";"";"";"CHEMBL3988442";"None";"10.6019/CHEMBL3988442";"2021";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL4824261";"F";"Antileishmanial activity against promastigote stage of Leishmania infantum MCAN/ES/89/IPZ229/1/89 infected in human HepG2 cells incubated for 24 hrs by propidium iodide staining based flow cytometry";"Leishmania infantum";"23";"23";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MCAN/ES/89/IPZ229/1/89";"Scientific Literature";"5671";"";"";"HepG2";"";"CHEMBL4823264";"33945281";"10.1021/acs.jmedchem.1c00206";"2021";"J Med Chem";"64";"6137";"6160";"";"";"";"";"";""
"CHEMBL3993476";"F";"Increase in iNOS-mediated NO generation in Balb/c mouse splenocytes infected with Leishmania donovani amastigote forms at 50 mg/kg, ip for 5 consecutive days measured on day 4 and 7 post last treatment followed by soluble Leishmania donovani promastigote antigen-stimulation for 72 hrs by Griess assay relative to control";"Mus musculus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Balb/c";"Scientific Literature";"10090";"";"";"";"";"CHEMBL3992522";"28059524";"10.1021/acs.jmedchem.6b01447";"2017";"J Med Chem";"60";"1041";"1059";"";"";"";"";"";""
"CHEMBL3791286";"F";"Antileishmanial activity against amastigote stage of Leishmania infantum in early curative golden hamster chronic visceral leishmaniasis model assessed as reduction in parasite load in liver at 20 mg/kg, po qd administered for 5 days by Giemsa staining-based microscopic analysis";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"CHEMBL3559723";"Liver";"";"";"CHEMBL3784956";"26901446";"10.1021/acs.jmedchem.5b01699";"2016";"J Med Chem";"59";"2530";"2550";"";"";"";"";"";""
